調査年月日,調査地名,種名,数
20211107,雲出川河口,マガモ,284
20211124,雲出川河口,マガモ,511
20211209,雲出川河口,マガモ,668
20211221,雲出川河口,マガモ,979
20220108,雲出川河口,マガモ,253
20220123,雲出川河口,マガモ,577
20220207,雲出川河口,マガモ,657
20220220,雲出川河口,マガモ,466
20220308,雲出川河口,マガモ,414
20220323,雲出川河口,マガモ,340
20211012,加陽水辺公園,マガモ,4
20211026,加陽水辺公園,マガモ,10
20211109,加陽水辺公園,マガモ,43
20211123,加陽水辺公園,マガモ,86
20211210,加陽水辺公園,マガモ,92
20211225,加陽水辺公園,マガモ,76
20220106,加陽水辺公園,マガモ,129
20220118,加陽水辺公園,マガモ,260
20220207,加陽水辺公園,マガモ,219
20220226,加陽水辺公園,マガモ,123
20220310,加陽水辺公園,マガモ,131
20220319,加陽水辺公園,マガモ,313
20211009,湖山池,マガモ,4
20211022,湖山池,マガモ,86
20211113,湖山池,マガモ,273
20211128,湖山池,マガモ,986
20211211,湖山池,マガモ,113
20211223,湖山池,マガモ,113
20220108,湖山池,マガモ,409
20220123,湖山池,マガモ,271
20220211,湖山池,マガモ,575
20220226,湖山池,マガモ,326
20220308,湖山池,マガモ,123
20220321,湖山池,マガモ,85
20211022,兼久池,マガモ,59
20211109,兼久池,マガモ,15
20211125,兼久池,マガモ,104
20211208,兼久池,マガモ,126
20211230,兼久池,マガモ,158
20220107,兼久池,マガモ,168
20220109,兼久池,マガモ,136
20220123,兼久池,マガモ,90
20220205,兼久池,マガモ,168
20220222,兼久池,マガモ,145
20220310,兼久池,マガモ,93
20211023,十市石土池,マガモ,13
20211104,十市石土池,マガモ,114
20211120,十市石土池,マガモ,2589
20211204,十市石土池,マガモ,2180
20211219,十市石土池,マガモ,2563
20220108,十市石土池,マガモ,3846
20220129,十市石土池,マガモ,2303
20220205,十市石土池,マガモ,943
20220223,十市石土池,マガモ,1193
20220305,十市石土池,マガモ,974
20220319,十市石土池,マガモ,917
20211005,諫早湾,マガモ,2
20211021,諫早湾,マガモ,17
20211104,諫早湾,マガモ,62
20211125,諫早湾,マガモ,265
20211202,諫早湾,マガモ,179
20211222,諫早湾,マガモ,79
20220107,諫早湾,マガモ,458
20220128,諫早湾,マガモ,40
20220210,諫早湾,マガモ,298
20220218,諫早湾,マガモ,600
20220308,諫早湾,マガモ,327
20220328,諫早湾,マガモ,153
20211011,鹿児島湾奥部,マガモ,10
20211025,鹿児島湾奥部,マガモ,23
20211110,鹿児島湾奥部,マガモ,15
20211122,鹿児島湾奥部,マガモ,568
20211207,鹿児島湾奥部,マガモ,216
20211217,鹿児島湾奥部,マガモ,499
20220111,鹿児島湾奥部,マガモ,110
20220118,鹿児島湾奥部,マガモ,71
20220210,鹿児島湾奥部,マガモ,112
20220226,鹿児島湾奥部,マガモ,205
20220313,鹿児島湾奥部,マガモ,70
20220322,鹿児島湾奥部,マガモ,95
